object id,Region,CCG,Site name,Address ,Postcode ,longitude,latitude,certain or not,coordinate system,error
462,North East and Yorkshire,NHS County Durham CCG,Seaham Primary Care Centre,"Seaham Primary Care Centre, St John's Square, Seaham",SR7 7JE,-1.3349078,54.8354568,GEOMETRIC_CENTER,wgs84,
463,North East and Yorkshire,NHS County Durham CCG,Shotley Bridge Community Hospital,Consett,DH8 0NB,-1.833026,54.851797,APPROXIMATE,wgs84,
464,North East and Yorkshire,NHS County Durham CCG,"St Andrews Medical Practice, Oxford Road site","Oxford Road Health Centre site, Oxford Road, Spennymoor",DL16 6QA,-1.6032735,54.6995743,GEOMETRIC_CENTER,wgs84,
465,North East and Yorkshire,NHS County Durham CCG,Tanfield View Medical Centre,"Scott St, Stanley",DH9 8AD,-86.1438179,39.9290131,ROOFTOP,wgs84,
466,North East and Yorkshire,NHS Doncaster CCG,Adwick Leisure Centre ,"Welfare Road, Woodlands, Doncaster",DN6 7QF,-1.1859698,53.562205,GEOMETRIC_CENTER,wgs84,
467,North East and Yorkshire,NHS Doncaster CCG,Dearne Valley Leisure Centre  ,"Doncaster Rd, Denaby Main, Mexborough, Doncaster",S64 0LB,-1.252261,53.4928035,GEOMETRIC_CENTER,wgs84,
468,North East and Yorkshire,NHS Doncaster CCG,Keepmoat Stadium,"Stadium Way, Doncaster",DN4 5JW,-1.1156783,53.5093842,GEOMETRIC_CENTER,wgs84,
469,North East and Yorkshire,NHS Doncaster CCG,The Rutland Centre,"Rutland Street, Doncaster",DN1 2BF,-1.1225254,53.5253554,GEOMETRIC_CENTER,wgs84,
470,North East and Yorkshire,NHS Doncaster CCG,Thorne Leisure Centre  ,"Haynes Rd, Thorne, Doncaster ",DN8 5HX,-0.9530349,53.6095837,GEOMETRIC_CENTER,wgs84,
471,North East and Yorkshire,NHS East Riding of Yorkshire CCG,Alfred Bean Hospital,"Bridlington Rd, Driffield",YO25 5JR,-0.4259617,54.0110587,GEOMETRIC_CENTER,wgs84,
472,North East and Yorkshire,NHS East Riding of Yorkshire CCG,Bartholemew Medical Practice,"Woodland Avenue, Goole",DN14 6RU,-0.8739419,53.7143792,GEOMETRIC_CENTER,wgs84,
473,North East and Yorkshire,NHS East Riding of Yorkshire CCG,Beverley Race Course,"York Rd, Beverley ",HU17 8QZ,-0.4385671,53.8443315,GEOMETRIC_CENTER,wgs84,
474,North East and Yorkshire,NHS East Riding of Yorkshire CCG,Brough Surgery,"Centurion way, Brough",HU15 1AY,-0.5696625,53.7288074,GEOMETRIC_CENTER,wgs84,
475,North East and Yorkshire,NHS East Riding of Yorkshire CCG,Church View Surgery,"5 Market Hill, Hedon",HU12 8JE,-0.2004479,53.7427842,ROOFTOP,wgs84,
476,North East and Yorkshire,NHS East Riding of Yorkshire CCG,Medical Centre Bridlington - practice 3,"Medical Centre, Station Avenue, Bridlington",YO16 4LZ,-0.2011483,54.0848781,ROOFTOP,wgs84,
477,North East and Yorkshire,NHS East Riding of Yorkshire CCG,Willerby Hill,"Humber Foundation Trust, Lecture Theatre, Willerby Hill, Beverley Road, Willerby",HU10 6ED,-0.4463537,53.7725954,GEOMETRIC_CENTER,wgs84,
478,North East and Yorkshire,NHS Greater Huddersfield CCG,Cathedral House,"St Thomas Road, Huddersfield",HD1 3LG,-1.7911226,53.640061,GEOMETRIC_CENTER,wgs84,
479,North East and Yorkshire,NHS Greater Huddersfield CCG,Kirkburton Health Centre,"Shelley Lane, Kirkburton, Huddersfield",HD8 0SJ,-1.6987741,53.6051635,GEOMETRIC_CENTER,wgs84,
480,North East and Yorkshire,NHS Greather Huddersfield CCG,Holme Valley Memorial Hospital,"Huddersfield Road, Holmfirth ",HD9 3TS,-1.7826551,53.5788842,GEOMETRIC_CENTER,wgs84,
481,North East and Yorkshire,NHS Hull CCG,Alf Marshall Community Centre,"North Point Shopping Centre, 87 Goodhart Road, Bransholme, Hull",HU7 4DW,-0.3211365,53.7863722,ROOFTOP,wgs84,
482,North East and Yorkshire,NHS Hull CCG,Diadem Medical Practice,"2 Diadem Grove, Hull ",HU9 4AL,-0.2683417,53.7725117,ROOFTOP,wgs84,
483,North East and Yorkshire,NHS Hull CCG,East Hull Family Practice,"Morrill Street Health Centre, Morrill Street, Hull",HU9 2LJ,-0.3086076,53.755146,GEOMETRIC_CENTER,wgs84,
484,North East and Yorkshire,NHS Hull CCG,Kingswood Health Centre,"10 School Lane, Kingswood, Hull  ",HU7 3JQ,-0.353349,53.8016315,ROOFTOP,wgs84,
485,North East and Yorkshire,NHS Hull CCG ,KC Stadium,"Walton Street, Hull",HU3 6HU,-0.3745476,53.7473026,GEOMETRIC_CENTER,wgs84,
486,North East and Yorkshire,NHS Leeds CCG,Alwoodley Medical Centre,Saxon Mount,LS17 5DT,-1.3379807,53.5892389,GEOMETRIC_CENTER,wgs84,
487,North East and Yorkshire,NHS Leeds CCG,Beeston Village,"James Reed House, Town St, Beeston, Leeds ",LS11 8PN,-1.5671433,53.7720933,ROOFTOP,wgs84,
488,North East and Yorkshire,NHS Leeds CCG,Bramley Village Health and Wellbeing Centre,"16 Highfield Road, Bramley",LS13 2BL,-1.6235856,53.8077276,ROOFTOP,wgs84,
489,North East and Yorkshire,NHS Leeds CCG,Bridge street,"3 Bridge Street, Otley",LS21 1BQ,-1.6935796,53.9065788,ROOFTOP,wgs84,
490,North East and Yorkshire,NHS Leeds CCG,Craven Road Medical Practice,"60 Craven Road, Leeds",LS6 2RX,-1.5473154,53.8141636,ROOFTOP,wgs84,
491,North East and Yorkshire,NHS Leeds CCG,East Leeds Health Centre,"78 Osmondthorpe Lane, Leeds",LS9 9EF,-1.497909,53.7991164,ROOFTOP,wgs84,
492,North East and Yorkshire,NHS Leeds CCG,East Park Medical Centre,5-7 East Park Road Leeds,LS9 9JD,-1.5176729,53.7941874,ROOFTOP,wgs84,
493,North East and Yorkshire,NHS Leeds CCG,Hillfoot,126 Owlcotes Road Leeds,LS28 7QR,-1.6882876,53.7998678,ROOFTOP,wgs84,
494,North East and Yorkshire,NHS Leeds CCG,Ireland Wood Surgery,"Iveson Approach, Leeds",LS16 6FR,-1.6067837,53.8455773,GEOMETRIC_CENTER,wgs84,
495,North East and Yorkshire,NHS Leeds CCG,Kippax Health Centre,"Gibson Lane, Leeds",LS25 7JN,-1.3642157,53.7682656,GEOMETRIC_CENTER,wgs84,
496,North East and Yorkshire,NHS Leeds CCG,Lingwell Croft,16 Shelldrake Drive Middleton Leeds West Yorkshire ,LS10 3NB,-1.53502,53.7500986,ROOFTOP,wgs84,
497,North East and Yorkshire,NHS Leeds CCG,Oakwood Lane Medical Practice,"2 Amberton Terrace, Gipton, Leeds",LS8 3BZ,-1.4939555,53.820237,ROOFTOP,wgs84,
498,North East and Yorkshire,NHS Leeds CCG,Priory View Medical Centre,"2a Green Lane, Leeds",LS12 1HU,-1.5754558,53.7912535,ROOFTOP,wgs84,
499,North East and Yorkshire,NHS Leeds CCG,Shenstone House Surgery,"Elland Road, Churwell, Leeds",LS27 7PX,-1.5851778,53.7630171,GEOMETRIC_CENTER,wgs84,
500,North East and Yorkshire,NHS Leeds CCG,The Grange Medical Centre,999 York Road ,LS14 6NX,-75.0983747,40.2190314,RANGE_INTERPOLATED,wgs84,
501,North East and Yorkshire,NHS Leeds CCG,Woodhouse Health Centre,"Woodhouse Health Centre, Cambridge Road, Leeds ",LS6 2SF,-1.547642,53.8126264,ROOFTOP,wgs84,
502,North East and Yorkshire,NHS Leeds CCG,Yeadon Health Centre,"17 South View Road, Yeadon, Leeds",LS19 7PS,-1.6839314,53.8652055,ROOFTOP,wgs84,
503,North East and Yorkshire,NHS Newcastle and Gateshead CCG,Birtley Medical Group,"Durham Rd, Birtley",DH3 2QT,-1.5767498,54.8906355,GEOMETRIC_CENTER,wgs84,
504,North East and Yorkshire,NHS Newcastle and Gateshead CCG,Blaydon Primary Care Centre ,"Shibdon Rd, Blaydon-on-Tyne ",NE21 5NW,-1.7086358,54.962356,GEOMETRIC_CENTER,wgs84,
505,North East and Yorkshire,NHS Newcastle and Gateshead CCG,Felling Vaccination Centre,"Hight Street, Felling, Gateshead ",NE10 9LT,-1.5707509,54.9510603,GEOMETRIC_CENTER,wgs84,
506,North East and Yorkshire,NHS Newcastle and Gateshead CCG,Newcastle Eagles Basketball,"Eagles Community Arena, Scotswood Rd, Newcastle upon Tyne",NE4 7AF,-1.6369396,54.9636756,GEOMETRIC_CENTER,wgs84,
507,North East and Yorkshire,NHS Newcastle and Gateshead CCG,Newcastle Racecourse,"Newcastle Racecourse, High Gosforth Park, Newcastle upon Tyne",NE3 5HP,-1.6117691,55.0353797,ROOFTOP,wgs84,
508,North East and Yorkshire,NHS Newcastle and Gateshead CCG,Rawling Road,"1 Rawling Road, Bensham, Gateshead ",NE8 4QS,-1.6140359,54.9510433,ROOFTOP,wgs84,
509,North East and Yorkshire,NHS Newcastle and Gateshead CCG,The Bede Centre ,"Old Fold Road, Gateshead ",NE10 0DJ,-1.5821597,54.9575074,GEOMETRIC_CENTER,wgs84,
510,North East and Yorkshire,NHS North Cumbria CCG,Brampton Community Centre ,"Union Lane, Brampton, Cumbria ",CA8 1BX,-2.7347319,54.9438573,GEOMETRIC_CENTER,wgs84,
511,North East and Yorkshire,NHS North Cumbria CCG,Castlegate and Derwent Surgery ,"Isel Rd, Cockermouth,Cumbria ",CA13 9HT,-3.3558217,54.6693546,GEOMETRIC_CENTER,wgs84,
512,North East and Yorkshire,NHS North Cumbria CCG,Flatt Walks Health Centre,"3 Castle Meadows, Whitehaven",CA28 7QE,-3.5868057,54.5447354,ROOFTOP,wgs84,
513,North East and Yorkshire,NHS North Cumbria CCG,Maryport Rugby Club ,"Mealpot Road, Maryport",CA15 6NE,-3.4946187,54.7118903,GEOMETRIC_CENTER,wgs84,
514,North East and Yorkshire,NHS North Cumbria CCG,Morton Branch Surgery,"29 Langrigg road, Carlisle ",CA2 6DT,-2.9598035,54.8833647,ROOFTOP,wgs84,
515,North East and Yorkshire,NHS North Cumbria CCG,North Carlisle Medical Practice,"Eden Street, Carlisle",CA3 9JZ,-2.9437986,54.9084711,GEOMETRIC_CENTER,wgs84,
516,North East and Yorkshire,NHS North Cumbria CCG,Orchard House Surgery,"29 South William Street, Workington ",CA14 2ED,-3.549663,54.6450004,ROOFTOP,wgs84,
517,North East and Yorkshire,NHS North Cumbria CCG,Penrith Hospital,"Penrith Hospital, Bridge Ln, Penrith",CA11 8HX,-2.7430129,54.6566861,GEOMETRIC_CENTER,wgs84,
518,North East and Yorkshire,NHS North Cumbria CCG,Wigton Community Hospital,"Wigton Community Hospital, Cross Lane, Wigton",CA7 9DD,-3.1713265,54.830439,GEOMETRIC_CENTER,wgs84,
519,North East and Yorkshire,NHS North East Lincolnshire CCG,Beacon Medical,"Cleethorpes Primary Care Centre, St Hugh's Ave, Cleethorpes",DN35 8EB,-0.0369438,53.5568763,GEOMETRIC_CENTER,wgs84,
520,North East and Yorkshire,NHS North East Lincolnshire CCG,Open Door,"Albion Street, Grimsby",DN32 7DL,-0.069474,53.5717732,GEOMETRIC_CENTER,wgs84,
521,North East and Yorkshire,NHS North East Lincolnshire CCG,Pilgrim Primary Care Centre,"Pelham Road, Immingham",DN40 1JW,-0.2114945,53.6155612,GEOMETRIC_CENTER,wgs84,
522,North East and Yorkshire,NHS North East Lincolnshire CCG,Scartho Medical Centre,"Springfield Road, Grimsby",DN33 3JF,-0.0983959,53.5352077,GEOMETRIC_CENTER,wgs84,
523,North East and Yorkshire,NHS North Kirklees CCG,Dewsbury HC (Wellington Road Car Park Drive Thru),"Dewsbury Health Centre, Wellington Road, Dewsbury",WF13 1HL,-1.6345348,53.690034,ROOFTOP,wgs84,
524,North East and Yorkshire,NHS North Kirklees CCG,IMWS Al-Hikmah Centre,"28 Track Road, Batley",WF17 7AA,-1.6422863,53.7033063,ROOFTOP,wgs84,
525,North East and Yorkshire,NHS North Lincolnshire CCG,Cedar Medical Practice,"The Ironstone Centre, West Street, Scunthorpe",DN15 6HX,-0.6522775,53.5919375,ROOFTOP,wgs84,
526,North East and Yorkshire,NHS North Lincolnshire CCG,Riverside Surgery,"8 Barnad Avenue, Brigg",DN20 8AS,-0.4912272,53.5537455,RANGE_INTERPOLATED,wgs84,
527,North East and Yorkshire,NHS North Lincolnshire CCG,South Axholme Practice,"Pinfold Surgery, Station Road, Owston Ferry",DN9 1AW,-0.7824385,53.4920959,GEOMETRIC_CENTER,wgs84,
528,North East and Yorkshire,NHS North Lincolnshire CCG,The Central Surgery Barton,"Barton King Street, Barton-Upon-Humber",DN18 5ER,-0.4391368,53.6843559,GEOMETRIC_CENTER,wgs84,
529,North East and Yorkshire,NHS North Tyneside CCG,Langdale Centre,"Langdale Gardens, Wallsend",NE28 0HG,-1.4979598,55.005909,GEOMETRIC_CENTER,wgs84,
530,North East and Yorkshire,NHS North Tyneside CCG,Oxford Centre,"Oxford Centre, West Farm Ave, Newcastle",NE12 8LT,-1.5864274,55.011655,ROOFTOP,wgs84,
531,North East and Yorkshire,NHS North Tyneside CCG,The Parks Leisure Centre,"Howdon Road, North Shields",NE29 6TL ,-1.4637321,54.9982831,GEOMETRIC_CENTER,wgs84,
532,North East and Yorkshire,NHS North Yorkshire CCG,Derwent Practice,"Norton Road, Norton, Malton",YO17 9RF,-0.7938084,54.1322919,GEOMETRIC_CENTER,wgs84,
533,North East and Yorkshire,NHS North Yorkshire CCG,Filey Surgery,"Station Avenue, Filey",YO14 9AE,-0.2916313,54.2101998,GEOMETRIC_CENTER,wgs84,
534,North East and Yorkshire,NHS North Yorkshire CCG,Ripon Racecourse,"Wakeman Bar, Boroughbridge Road, Ripon",HG4 1UG,-1.4868388,54.1278094,GEOMETRIC_CENTER,wgs84,
535,North East and Yorkshire,NHS North Yorkshire CCG,Scarborough Rugby Club,"569 Scalby Road, Scarborough",YO13 0NL,-0.4451997,54.3098235,ROOFTOP,wgs84,
536,North East and Yorkshire,NHS North Yorkshire CCG,Tennants Auction House,"Auction Centre, Harmby Rd, Leyburn",DL8 5SG,-1.815376,54.3067391,ROOFTOP,wgs84,
537,North East and Yorkshire,NHS North Yorkshire CCG,The Forum,"Bullamoor Road, Northallerton",DL6 1LP,-1.4123334,54.3426832,GEOMETRIC_CENTER,wgs84,
538,North East and Yorkshire,NHS North Yorkshire CCG,The Yorkshire Event Centre,"Hall 2, Great Yorkshire Showground, Railway Road, Harrogate",HG2 8NZ,-1.5007069,53.9867636,GEOMETRIC_CENTER,wgs84,
539,North East and Yorkshire,NHS North Yorkshire CCG,Wetherby Health Centre (LCH) ,"42 Hallfield Lane, Wetherby",LS22 6RT ,-1.3782315,53.9317177,ROOFTOP,wgs84,
540,North East and Yorkshire,NHS North Yorkshire CCG,Whitby Pavillion,"West Cliff, Whitby",YO21 3EN,-0.6202455,54.4894146,APPROXIMATE,wgs84,
541,North East and Yorkshire,NHS Northumberland CCG,Alnwick Cricket Club,"Weavers Way, Alnwick, Northumberland ",NE66 1BL,-1.7027107,55.4025778,GEOMETRIC_CENTER,wgs84,
542,North East and Yorkshire,NHS Northumberland CCG,Ashington Cricket Club,"Langwell Crescent, Ashington",NE63 8AB,-1.5756036,55.1830458,GEOMETRIC_CENTER,wgs84,
543,North East and Yorkshire,NHS Northumberland CCG,Brockwell Medical Group,"Brockwell Centre, Northumbrian Rd, Cramlington ",NE23 1XZ,-1.5840319,55.0961437,ROOFTOP,wgs84,
544,North East and Yorkshire,NHS Northumberland CCG,Coquet Medical Group,"Amble Health Centre, Percy Drive, Amble, Morpeth",NE65 0HD,-1.5803805,55.3325389,GEOMETRIC_CENTER,wgs84,
545,North East and Yorkshire,NHS Northumberland CCG,Lintonville,"Lintonville Medical Group, Lintonville Terrace, Ashington",NE63 9UT,-1.5703419,55.183688,GEOMETRIC_CENTER,wgs84,
546,North East and Yorkshire,NHS Northumberland CCG,Ponteland Medical Group,"White Medical Group, Scots Gap Surgery, Meadowfield Industrial Estate, Ponteland, Newcastle Upon Tyne",NE20 9SD,-1.7492158,55.0512137,ROOFTOP,wgs84,
547,North East and Yorkshire,NHS Northumberland CCG,Railway Medical Group,"Gatacre Street, Blyth",NE24 1HD,-1.5142826,55.1286331,GEOMETRIC_CENTER,wgs84,
548,North East and Yorkshire,NHS Northumberland CCG,The Sele Medical Practice,"Corbridge Road, Hexham",NE46 1QJ,-1.9877321,54.9784334,GEOMETRIC_CENTER,wgs84,
549,North East and Yorkshire,NHS Northumberland CCG,Village Surgery,"Dudley Lane, Manor Walks Shopping Centre, Cramlington",NE23 6US,-1.5866853,55.0846861,GEOMETRIC_CENTER,wgs84,
550,North East and Yorkshire,NHS Northumberland CCG,Well Close Medical Group,"Well Close Square, Berwick-upon-Tweed",TD15 1LL,-2.0055513,55.7727595,GEOMETRIC_CENTER,wgs84,
551,North East and Yorkshire,NHS Rotherham CCG,Anston Medical Centre,"15 Quarry Lane, Anston",S25 4DB,-1.2232114,53.3573026,ROOFTOP,wgs84,
552,North East and Yorkshire,NHS Rotherham CCG,Montgomery Hall,"Church Street, Wath upon Dearne, Rotherham",S63 7RD,-1.3487824,53.5024517,GEOMETRIC_CENTER,wgs84,
553,North East and Yorkshire,NHS Rotherham CCG,Oak House,"Moorhead Way, Bramley, Rotherham",S66 1YY,-1.2548647,53.42269,GEOMETRIC_CENTER,wgs84,
554,North East and Yorkshire,NHS Rotherham CCG,Rawmarsh Customer Service Centre,"Barbers Avenue, Rawmarsh, Rotherham",S62 6AE,-1.3389423,53.4557788,GEOMETRIC_CENTER,wgs84,
555,North East and Yorkshire,NHS Rotherham CCG,Rotherham Leisure Centre,"Effingham St, Rotherham ",S65 1BL,-1.3542299,53.434814,GEOMETRIC_CENTER,wgs84,
556,North East and Yorkshire,NHS Sheffield CCG,Bieghton Surgery,"Queens Road, Beighton  ",S20 1BJ,-0.1423137,50.8261014,GEOMETRIC_CENTER,wgs84,
557,North East and Yorkshire,NHS Sheffield CCG,Burncross,"1 Bevan Way, Chapeltown, Sheffield",S35 1RN,-1.47974,53.461617,ROOFTOP,wgs84,
558,North East and Yorkshire,NHS Sheffield CCG,Darnall PCC,"290 Main Rd, Darnall, Sheffield",S9 4QH,-1.4089235,53.3847601,ROOFTOP,wgs84,
559,North East and Yorkshire,NHS Sheffield CCG,Dore Surgery,"137 Dore Road, Sheffield",S17 3NF,-1.5347417,53.3277414,ROOFTOP,wgs84,
560,North East and Yorkshire,NHS Sheffield CCG,Fairlawns,"621 Middlewood Road, Sheffield",S6 1TT,-1.5151826,53.4189432,ROOFTOP,wgs84,
561,North East and Yorkshire,NHS Sheffield CCG,Meadowgreen Health Centre,"1 Dyche Close,Sheffield",S8 8DJ,-1.4638534,53.323206,ROOFTOP,wgs84,
562,North East and Yorkshire,NHS Sheffield CCG,Porter Brook Medical Centre,"9 Sunderland Street, Sheffield, South Yorkshire",S11 8HN,-1.4835951,53.3704929,ROOFTOP,wgs84,
563,North East and Yorkshire,NHS Sheffield CCG,St Columbus Church ,"503, Manchester Rd, Crosspool, Sheffield ",S10 5PL,-1.5204272,53.3798941,ROOFTOP,wgs84,
564,North East and Yorkshire,NHS Sheffield CCG,The Flowers Health Centre,"87 Wincobank Avenue, Sheffield",S5 6AZ,-1.4369131,53.4180541,ROOFTOP,wgs84,
565,North East and Yorkshire,NHS Sheffield CCG,The Health Care Surgery,"The Health Care Surgery, 63 Palgrave Road, Sheffield",S5 8GS,-1.4877423,53.4226436,ROOFTOP,wgs84,
566,North East and Yorkshire,NHS Sheffield CCG,The Mathews Practice ,"22 Asline Rd, Highfield, Sheffield",S2 4UJ,-1.4718012,53.3666682,ROOFTOP,wgs84,
567,North East and Yorkshire,NHS Sheffield CCG,University Health Service Health Centre,"53 Gell St, Broomhall, Sheffield",S3 7QP,-1.4827134,53.380314,ROOFTOP,wgs84,
568,North East and Yorkshire,NHS Sheffield CCG,Valley Medical Centre,"11 Johnson St, Stocksbridge, Sheffield",S36 1BX,-1.5949276,53.4820016,ROOFTOP,wgs84,
569,North East and Yorkshire,NHS Sheffield CCG,Woodhouse Health Centre,"Woodhouse, Health Centre, 5-9 Skelton Lane, Sheffield",S13 7LY,-1.3723374,53.3577807,ROOFTOP,wgs84,
570,North East and Yorkshire,NHS Sorfolk  Waveney CCG,Manor Park Medical Centre,"204 Harborough Avenue, Sheffield",S2 1QU,-1.427073,53.3736614,ROOFTOP,wgs84,
571,North East and Yorkshire,NHS South Tyneside CCG,Cleadon Park Primary Care Centre,"Prince Edward Road, South Shields ",NE34 7QD,-1.4039073,54.9726102,GEOMETRIC_CENTER,wgs84,
572,North East and Yorkshire,NHS South Tyneside CCG,Flagg Court Health Centre,"Dale Street, South Sheilds",NE33 2LS,-1.4261298,54.9997315,GEOMETRIC_CENTER,wgs84,
573,North East and Yorkshire,NHS South Tyneside CCG,The Glen Primary Care Centre,"12-28 Glen Street, Hebburn",NE31 1NU,-1.5209355,54.974263,ROOFTOP,wgs84,
574,North East and Yorkshire,NHS Sunderland CCG,Bunnyhill PCCC,"Hylton Lane, Sunderland",SR5 4BW,-1.447857,54.927761,GEOMETRIC_CENTER,wgs84,
575,North East and Yorkshire,NHS Sunderland CCG,Grindon Lane Primary Care Centre,"Grindon Lane, Sunderland",SR3 4EN,-1.4352071,54.8921581,GEOMETRIC_CENTER,wgs84,
576,North East and Yorkshire,NHS Sunderland CCG,Houghton Primary Care Centre,"Brinkburn Crescent, Houghton-le-Spring, Tyne And Wear",DH4 5HB,-1.4786383,54.8463488,GEOMETRIC_CENTER,wgs84,
577,North East and Yorkshire,NHS Sunderland CCG,Millfield Medical Group,"63-83 Hylton Road, Millfield",SR4 7AF,-1.4002418,54.9065553,ROOFTOP,wgs84,
578,North East and Yorkshire,NHS Sunderland CCG,Riverview Health Centre,"Borough Road, Sunderland",SR1 2HJ,-1.3765537,54.9051016,GEOMETRIC_CENTER,wgs84,
579,North East and Yorkshire,NHS Sunderland CCG,Washington PCC,"Parkway, Washington",NE38 7QZ,-77.0490823,38.8435735,GEOMETRIC_CENTER,wgs84,
580,North East and Yorkshire,NHS Tees Valley CCG,Feethams House,"Feethams, Darlington",DL1 5RD,-1.5531641,54.5229436,GEOMETRIC_CENTER,wgs84,
581,North East and Yorkshire,NHS Tees Valley CCG,Hartlepool Town Hall ,"Town Hall, Raby Road",TS24 8AH ,-1.2138119,54.6863666,GEOMETRIC_CENTER,wgs84,
582,North East and Yorkshire,NHS Tees Valley CCG,Low Grange Health Village,"Normanby Road, South Bank, Middlesbrough,",TS6 6TD,-1.1710971,54.574787,GEOMETRIC_CENTER,wgs84,
583,North East and Yorkshire,NHS Tees Valley CCG,Marsh House Medical Practice,"Finchale Avenue, Billingham",TS23 2DG,-1.2922356,54.6113794,GEOMETRIC_CENTER,wgs84,
584,North East and Yorkshire,NHS Tees Valley CCG,North Ormesby Branch - Linthorpe Surgery,"1 Trinity Mews, Middlesbrough",TS3 6AL,-1.2163404,54.5716894,ROOFTOP,wgs84,
585,North East and Yorkshire,NHS Tees Valley CCG,Redcar Primary Care Hospital,"West Dyke Road, Redcar",TS10 4NW,-1.0689459,54.6050539,GEOMETRIC_CENTER,wgs84,
586,North East and Yorkshire,NHS Tees Valley CCG,Riverside Medical Practice,"Alma Street, Stockton-on-Tees",TS18 2AP,-1.3157996,54.568971,GEOMETRIC_CENTER,wgs84,
587,North East and Yorkshire,NHS Tees Valley CCG,The Garth,"Rectory Lane, Guisborough",TS14 7DJ,-1.0565874,54.5324188,GEOMETRIC_CENTER,wgs84,
588,North East and Yorkshire,NHS Tees Valley CCG,Thornaby & Barwick Medical Group,"Barwick Medical Centre, Lowfields Avenue, Ingleby Barwick",TS17 0RJ,-1.3077825,54.5236628,ROOFTOP,wgs84,
589,North East and Yorkshire,NHS Tees Valley CCG,Thorntree Surgery,"11 Beresford Crescent,  Middlesbrough",TS3 9NB,-1.1854542,54.5645946,ROOFTOP,wgs84,
590,North East and Yorkshire,NHS Tees Valley CCG,Victoria Medical Centre,"The Health Centre, Victoria Road, Hartlepool ",TS26 8DF,-1.2183072,54.6851346,ROOFTOP,wgs84,
591,North East and Yorkshire,NHS Tees Valley CCG ,One Life ,"One Life Hartlepool, Park Road, Hartlepool,",TS24 7PW,-1.2151231,54.6824003,ROOFTOP,wgs84,
592,North East and Yorkshire,NHS Tees Valley CCG ,Queens Park Medical Centre ,"Queen's Park, Farrer Street, Stockton",TS18 2AW,-1.3138588,54.5691996,GEOMETRIC_CENTER,wgs84,
593,North East and Yorkshire,NHS Vale of York CCG,Haxby Health Centre,"Haxby and Wigginton Healthcentre, 2 The Village, Wigginton, York",YO32 2LL,-1.0817912,54.0193582,GEOMETRIC_CENTER,wgs84,
594,North East and Yorkshire,NHS Vale of York CCG,Nimbuscare Mass Vaccination Hub ,"Tadcaster Road, York",YO24 1LW,-1.1023239,53.9454912,GEOMETRIC_CENTER,wgs84,
595,North East and Yorkshire,NHS Vale of York CCG,Pickering Medical Practice,"Southgate, Pickering",YO18 8BL,-0.781361,54.2451094,GEOMETRIC_CENTER,wgs84,
596,North East and Yorkshire,NHS Vale of York CCG,Selby Leisure Centre,"Selby Leisure Centre, Scott Road, Selby",YO8 4BL,-1.0754275,53.7842483,GEOMETRIC_CENTER,wgs84,
597,North East and Yorkshire,NHS Vale of York CCG,Tadcaster Health Centre,"Crab Garth, Tadcaster",LS24 8HD,-1.2581317,53.8854768,ROOFTOP,wgs84,
598,North East and Yorkshire,NHS Vale of York CCG,The Galtres Centre,"Market Place, Easingwold",YO61 3AD,-1.1925263,54.1219793,GEOMETRIC_CENTER,wgs84,
599,North East and Yorkshire,NHS Wakefield CCG,Castleford Civic Centre,"Ferrybridge Road, Castleford",WF10 4JH,-1.3406196,53.7235342,GEOMETRIC_CENTER,wgs84,
600,North East and Yorkshire,NHS Wakefield CCG,Church View Health Centre,"Langthwaite Rd, South Kirkby, Pontefract",WF9 3AP,-1.3108515,53.5907445,GEOMETRIC_CENTER,wgs84,
601,North East and Yorkshire,NHS Wakefield CCG,King's Medical Practice,King Edward St Normanton,WF6 2AZ,-1.4192739,53.70061,GEOMETRIC_CENTER,wgs84,
602,North East and Yorkshire,NHS Wakefield CCG,Sandal RUFC,"Standbridge Lane, Sandal, Wakefield",WF2 7DY,-1.5057311,53.6452612,GEOMETRIC_CENTER,wgs84,
603,North East and Yorkshire,NHS Wakefield CCG,St Swithun's Community Centre,"Arncliffe Road, Wakefield",WF1 4RR,-1.4769218,53.6893119,GEOMETRIC_CENTER,wgs84,
604,North West,NHS Blackburn with Darwen CCG,Barabara Castle Way Health Centre,"Simmons Street, Blackburn",BB2 1AX,-2.4876481,53.7504332,GEOMETRIC_CENTER,wgs84,
605,North West,NHS Blackburn with Darwen CCG,Darwen Health Centre,"Darwen Health Centre, James St W, Darwen ",BB3 1PY,-2.4712513,53.6957213,GEOMETRIC_CENTER,wgs84,
606,North West,NHS Blackpool CCG,Gorton Street Medical Practice,"Gorton Street, Blackpool",FY1 3JW,-3.0438385,53.8223117,GEOMETRIC_CENTER,wgs84,
607,North West,NHS Blackpool CCG,South Shore Primary Care Centre,"Lytham Road, Blackpool",FY4 1TJ,-3.051611,53.8032188,GEOMETRIC_CENTER,wgs84,
608,North West,NHS Blackpool CCG,Whitegate Health Centre,150 Whitegate Drive Blackpool,FY3 9ES,-3.0331116,53.8119694,ROOFTOP,wgs84,
609,North West,NHS Bolton CCG,Avondale Health Centre,"Avondale St, Bolton ",BL1 4JP,-2.4527619,53.5877297,GEOMETRIC_CENTER,wgs84,
610,North West,NHS Bolton CCG,Breightmet Health Centre,"Breightmet Fold Ln,  Breightmet, Bolton",BL2 6NT,-2.3800132,53.5845857,GEOMETRIC_CENTER,wgs84,
